證券代號,證券名稱,外陸資買進股數(不含外資自營商),外陸資賣出股數(不含外資自營商),外資買賣超,外資自營商買進股數,外資自營商賣出股數,外資自營商買賣超股數,投信買進股數,投信賣出股數,投信買賣超,自營商買賣超,自營商買進股數(自行買賣),自營商賣出股數(自行買賣),自營商買賣超股數(自行買賣),自營商買進股數(避險),自營商賣出股數(避險),自營商買賣超股數(避險),法人合計買賣超
086768,勤誠元大51購02,0,0,0.0,0,0,0,0,0,0.0,-158.0,0,0,0,45000,203000,-158000,-158.0
061504,鴻海元富4C購02,0,0,0.0,0,0,0,0,0,0.0,-158.0,0,0,0,17000,175000,-158000,-158.0
032678,鴻海國泰53購03,0,0,0.0,0,0,0,0,0,0.0,-158.0,0,0,0,0,158000,-158000,-158.0
079386,群創富邦4C購02,0,0,0.0,0,0,0,0,0,0.0,-158.0,0,0,0,150000,308000,-158000,-158.0
083988,臺股指元大51購07,0,0,0.0,0,0,0,0,0,0.0,-158.0,0,0,0,6000,164000,-158000,-158.0
032864,強茂富邦52購01,0,0,0.0,0,0,0,0,0,0.0,-158.0,0,0,0,26000,184000,-158000,-158.0
036260,漢翔元大54購06,0,0,0.0,0,0,0,0,0,0.0,-158.0,0,0,0,0,158000,-158000,-158.0
034184,晟銘電富邦54購02,0,0,0.0,0,0,0,0,0,0.0,-158.0,0,0,0,1000,159000,-158000,-158.0
036863,健鼎統一58購01,0,0,0.0,0,0,0,0,0,0.0,-158.0,0,0,0,0,158000,-158000,-158.0
6550,北極星藥業-KY,24000,182626,-158.626,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,-158.626
037928,國巨元富53購11,0,0,0.0,0,0,0,0,0,0.0,-159.0,0,0,0,32000,191000,-159000,-159.0
083341,晶豪科統一54購02,0,0,0.0,0,0,0,0,0,0.0,-159.0,0,0,0,180000,339000,-159000,-159.0
089546,台灣50元大51購15,0,0,0.0,0,0,0,0,0,0.0,-159.0,0,0,0,0,159000,-159000,-159.0
085901,聯發科凱基56購01,50000,0,50.0,0,0,0,0,0,0.0,-209.0,0,0,0,29000,238000,-209000,-159.0
031650,聯發科凱基54購05,0,0,0.0,0,0,0,0,0,0.0,-159.0,0,0,0,61000,220000,-159000,-159.0
030800,長榮太凱基52購03,0,0,0.0,0,0,0,0,0,0.0,-159.0,0,0,0,25000,184000,-159000,-159.0
2379,瑞昱,758096,769635,-11.539,0,0,0,9000,137630,-128.63,-19.051,1000,11700,-10700,7216,15567,-8351,-159.22
3443,創意,495875,701263,-205.388,0,0,0,1000,1113,-0.113,45.994,44500,14100,30400,77939,62345,15594,-159.507
034231,宇隆元大53購03,0,0,0.0,0,0,0,0,0,0.0,-160.0,0,0,0,0,160000,-160000,-160.0
081468,GIS凱基4B購02,0,0,0.0,0,0,0,0,0,0.0,-160.0,0,0,0,45000,205000,-160000,-160.0
081381,聯發科元大51購20,0,0,0.0,0,0,0,0,0,0.0,-160.0,0,0,0,0,160000,-160000,-160.0
083437,雄獅元大4C購01,0,0,0.0,0,0,0,0,0,0.0,-160.0,0,0,0,0,160000,-160000,-160.0
037164,奇鋐元大55購01,0,0,0.0,0,0,0,0,0,0.0,-160.0,0,0,0,0,160000,-160000,-160.0
084222,新唐國票51購01,0,0,0.0,0,0,0,0,0,0.0,-160.0,0,0,0,0,160000,-160000,-160.0
036961,國巨群益53購06,0,0,0.0,0,0,0,0,0,0.0,-160.0,0,0,0,40000,200000,-160000,-160.0
084121,士電元大4C購06,0,0,0.0,0,0,0,0,0,0.0,-160.0,0,0,0,0,160000,-160000,-160.0
034794,臻鼎元大57購01,0,0,0.0,0,0,0,0,0,0.0,-160.0,0,0,0,0,160000,-160000,-160.0
034775,金像電元大54購11,0,0,0.0,0,0,0,0,0,0.0,-160.0,0,0,0,0,160000,-160000,-160.0
03630U,臺股指元大56售05,0,0,0.0,0,0,0,0,0,0.0,-160.0,0,0,0,88000,248000,-160000,-160.0
04385U,南電元大51售06,0,0,0.0,0,0,0,0,0,0.0,-160.0,0,0,0,0,160000,-160000,-160.0
033007,台積電元大54購26,0,0,0.0,0,0,0,0,0,0.0,-160.0,0,0,0,0,160000,-160000,-160.0
038113,龍德船元大53購10,0,0,0.0,0,0,0,0,0,0.0,-160.0,0,0,0,0,160000,-160000,-160.0
089967,景碩元大51購12,0,0,0.0,0,0,0,0,0,0.0,-160.0,0,0,0,0,160000,-160000,-160.0
076871,漢翔元大4A購01,0,0,0.0,0,0,0,0,0,0.0,-160.0,0,0,0,0,160000,-160000,-160.0
07786P,臺股指群益53售03,0,0,0.0,0,0,0,0,0,0.0,-160.0,0,0,0,0,160000,-160000,-160.0
079793,聯發科元大4C購07,0,0,0.0,0,0,0,0,0,0.0,-160.0,0,0,0,0,160000,-160000,-160.0
088152,智邦元大51購07,0,0,0.0,0,0,0,0,0,0.0,-160.0,0,0,0,0,160000,-160000,-160.0
088489,華城元大54購05,0,0,0.0,0,0,0,0,0,0.0,-160.0,0,0,0,0,160000,-160000,-160.0
034448,晟銘電元大53購02,0,0,0.0,0,0,0,0,0,0.0,-160.0,0,0,0,0,160000,-160000,-160.0
076074,AES統一59購02,0,0,0.0,0,0,0,0,0,0.0,-160.0,0,0,0,0,160000,-160000,-160.0
074784,華城元大51購04,0,0,0.0,0,0,0,0,0,0.0,-160.0,0,0,0,0,160000,-160000,-160.0
088874,欣興元大54購06,0,0,0.0,0,0,0,0,0,0.0,-160.0,0,0,0,0,160000,-160000,-160.0
089093,AES元大57購02,0,0,0.0,0,0,0,0,0,0.0,-160.0,0,0,0,3000,163000,-160000,-160.0
089214,第一銅群益54購01,0,0,0.0,0,0,0,0,0,0.0,-160.0,0,0,0,23000,183000,-160000,-160.0
087524,長榮富邦52購06,0,0,0.0,0,0,0,0,0,0.0,-160.0,0,0,0,0,160000,-160000,-160.0
087595,緯穎國票52購02,0,0,0.0,0,0,0,0,0,0.0,-160.0,0,0,0,50000,210000,-160000,-160.0
087575,貿聯元大51購09,0,0,0.0,0,0,0,0,0,0.0,-160.0,0,0,0,0,160000,-160000,-160.0
063760,元日2X元富5C購01,0,0,0.0,0,0,0,0,0,0.0,-160.0,0,0,0,29000,189000,-160000,-160.0
068156,立隆電統一51購01,0,0,0.0,0,0,0,0,0,0.0,-160.0,0,0,0,0,160000,-160000,-160.0
036800,臻鼎元大54購14,0,0,0.0,0,0,0,0,0,0.0,-160.0,0,0,0,0,160000,-160000,-160.0
036804,迅得元大55購01,0,0,0.0,0,0,0,0,0,0.0,-160.0,0,0,0,0,160000,-160000,-160.0
032739,燿華元大53購02,0,0,0.0,0,0,0,0,0,0.0,-160.0,0,0,0,0,160000,-160000,-160.0
033507,AES元大54購10,0,0,0.0,0,0,0,0,0,0.0,-160.0,0,0,0,0,160000,-160000,-160.0
034030,AES元大54購11,0,0,0.0,0,0,0,0,0,0.0,-160.0,0,0,0,0,160000,-160000,-160.0
032013,南亞群益53購01,0,0,0.0,0,0,0,0,0,0.0,-160.0,0,0,0,3000,163000,-160000,-160.0
086998,景碩統一57購01,0,0,0.0,0,0,0,0,0,0.0,-160.0,0,0,0,101000,261000,-160000,-160.0
030381,祥碩元大54購01,0,0,0.0,0,0,0,0,0,0.0,-160.0,0,0,0,0,160000,-160000,-160.0
086528,華城元大51購11,0,0,0.0,0,0,0,0,0,0.0,-160.0,0,0,0,0,160000,-160000,-160.0
05733U,緯創群益53售08,0,0,0.0,0,0,0,0,0,0.0,-160.0,0,0,0,267000,427000,-160000,-160.0
1103,嘉泥,93000,253958,-160.958,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,-160.958
031420,皇昌富邦54購02,0,0,0.0,0,0,0,0,0,0.0,-161.0,0,0,0,0,161000,-161000,-161.0
072716,中興電元大51購02,0,0,0.0,0,0,0,0,0,0.0,-161.0,0,0,0,10000,171000,-161000,-161.0
074253,技嘉統一53購01,0,0,0.0,0,0,0,0,0,0.0,-161.0,0,0,0,198000,359000,-161000,-161.0
037362,力積電永豐53購01,0,0,0.0,0,0,0,0,0,0.0,-161.0,0,0,0,117000,278000,-161000,-161.0
05500U,奇鋐群益59售01,0,0,0.0,0,0,0,0,0,0.0,-161.0,0,0,0,0,161000,-161000,-161.0
030447,華通兆豐53購01,0,0,0.0,0,0,0,0,0,0.0,-161.0,0,0,0,16000,177000,-161000,-161.0
030440,緯穎永豐52購04,0,0,0.0,0,0,0,0,0,0.0,-161.0,0,0,0,96000,257000,-161000,-161.0
06177P,台積電凱基5C售02,0,0,0.0,0,0,0,0,0,0.0,-161.0,0,0,0,0,161000,-161000,-161.0
030032,全新群益51購02,0,0,0.0,0,0,0,0,0,0.0,-162.0,0,0,0,28000,190000,-162000,-162.0
032010,奇鋐富邦55購02,0,0,0.0,0,0,0,0,0,0.0,-162.0,0,0,0,370000,532000,-162000,-162.0
031510,聯茂元大58購01,0,0,0.0,0,0,0,0,0,0.0,-162.0,0,0,0,3000,165000,-162000,-162.0
035454,華泰統一57購01,0,0,0.0,0,0,0,0,0,0.0,-162.0,0,0,0,76000,238000,-162000,-162.0
037075,達興富邦55購03,0,0,0.0,0,0,0,0,0,0.0,-162.0,0,0,0,0,162000,-162000,-162.0
04761U,台積電元大51售81,0,0,0.0,0,0,0,0,0,0.0,-162.0,0,0,0,99000,261000,-162000,-162.0
031607,奇鋐永豐53購03,0,0,0.0,0,0,0,0,0,0.0,-162.0,0,0,0,51000,213000,-162000,-162.0
067141,台積電元大4B購03,0,0,0.0,0,0,0,0,0,0.0,-162.0,0,0,0,0,162000,-162000,-162.0
072850,欣興凱基4C購04,0,0,0.0,0,0,0,0,0,0.0,-162.0,0,0,0,161000,323000,-162000,-162.0
032283,建準元大54購03,0,0,0.0,0,0,0,0,0,0.0,-162.0,0,0,0,0,162000,-162000,-162.0
084578,緯創國泰51購04,0,0,0.0,0,0,0,0,0,0.0,-162.0,0,0,0,3000,165000,-162000,-162.0
032890,長榮太凱基56購01,0,0,0.0,0,0,0,0,0,0.0,-162.0,0,0,0,0,162000,-162000,-162.0
033461,臻鼎元富52購02,0,0,0.0,0,0,0,0,0,0.0,-162.0,0,0,0,0,162000,-162000,-162.0
083191,聯發科統一56購03,0,0,0.0,0,0,0,0,0,0.0,-162.0,0,0,0,14000,176000,-162000,-162.0
034568,南電元富53購04,0,0,0.0,0,0,0,0,0,0.0,-162.0,0,0,0,767000,929000,-162000,-162.0
084757,南亞科永豐4C購05,0,0,0.0,0,0,0,0,0,0.0,-163.0,0,0,0,10000,173000,-163000,-163.0
069591,新日興統一52購02,0,0,0.0,0,0,0,0,0,0.0,-163.0,0,0,0,321000,484000,-163000,-163.0
085650,緯創富邦4C購02,0,0,0.0,0,0,0,0,0,0.0,-163.0,0,0,0,15000,178000,-163000,-163.0
032038,南電群益52購05,0,0,0.0,0,0,0,0,0,0.0,-163.0,0,0,0,85000,248000,-163000,-163.0
062683,神達統一4C購05,0,0,0.0,0,0,0,0,0,0.0,-163.0,0,0,0,70000,233000,-163000,-163.0
030591,緯創統一59購01,0,0,0.0,0,0,0,0,0,0.0,-163.0,0,0,0,168000,331000,-163000,-163.0
031949,T50正2元大53購03,0,0,0.0,0,0,0,0,0,0.0,-164.0,0,0,0,30000,194000,-164000,-164.0
085944,辛耘元大4C購10,0,0,0.0,0,0,0,0,0,0.0,-164.0,0,0,0,0,164000,-164000,-164.0
030159,緯創群益52購01,0,0,0.0,0,0,0,0,0,0.0,-164.0,0,0,0,6000,170000,-164000,-164.0
038112,龍德船元大53購09,0,0,0.0,0,0,0,0,0,0.0,-164.0,0,0,0,0,164000,-164000,-164.0
3050,鈺德,41000,205000,-164.0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,-164.0
084916,聯發科元大51購29,0,0,0.0,0,0,0,0,0,0.0,-165.0,0,0,0,0,165000,-165000,-165.0
083295,緯創元大4C購07,0,0,0.0,0,0,0,0,0,0.0,-165.0,0,0,0,40000,205000,-165000,-165.0
2468,華經,49000,214000,-165.0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,-165.0
072778,群創群益4B購01,0,0,0.0,0,0,0,0,0,0.0,-165.0,0,0,0,0,165000,-165000,-165.0
037653,T50反1凱基53購06,0,0,0.0,0,0,0,0,0,0.0,-165.0,0,0,0,0,165000,-165000,-165.0
066971,緯創元大4B購02,0,0,0.0,0,0,0,0,0,0.0,-165.0,0,0,0,0,165000,-165000,-165.0
031608,欣興永豐52購05,0,0,0.0,0,0,0,0,0,0.0,-165.0,0,0,0,0,165000,-165000,-165.0
035960,臻鼎凱基54購08,0,0,0.0,0,0,0,0,0,0.0,-165.0,0,0,0,3000,168000,-165000,-165.0
034658,漢翔中信53購01,0,0,0.0,0,0,0,0,0,0.0,-165.0,0,0,0,115000,280000,-165000,-165.0
2102,泰豐,240000,404998,-164.998,0,0,0,0,0,0.0,-0.521,0,521,-521,0,0,0,-165.519
038109,瀚宇博元大53購04,0,0,0.0,0,0,0,0,0,0.0,-166.0,0,0,0,14000,180000,-166000,-166.0
074387,國巨國票4B購01,0,0,0.0,0,0,0,0,0,0.0,-166.0,0,0,0,3000,169000,-166000,-166.0
04575U,臺股指中信54售05,0,0,0.0,0,0,0,0,0,0.0,-166.0,0,0,0,30000,196000,-166000,-166.0
082103,威盛兆豐55購01,0,0,0.0,0,0,0,0,0,0.0,-166.0,0,0,0,1000,167000,-166000,-166.0
6838,台新藥,26000,192000,-166.0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,-166.0
035102,矽力元富53購01,0,0,0.0,0,0,0,0,0,0.0,-166.0,0,0,0,0,166000,-166000,-166.0
032400,臻鼎凱基53購04,0,0,0.0,0,0,0,0,0,0.0,-167.0,0,0,0,1000,168000,-167000,-167.0
035000,微星富邦53購01,0,0,0.0,0,0,0,0,0,0.0,-167.0,0,0,0,0,167000,-167000,-167.0
038093,華邦電元大53購03,0,0,0.0,0,0,0,0,0,0.0,-167.0,0,0,0,413000,580000,-167000,-167.0
031424,上品富邦52購01,0,0,0.0,0,0,0,0,0,0.0,-167.0,0,0,0,123000,290000,-167000,-167.0
088351,全新群益53購02,0,0,0.0,0,0,0,0,0,0.0,-168.0,0,0,0,3000,171000,-168000,-168.0
034812,京元電永豐53購06,0,0,0.0,0,0,0,0,0,0.0,-168.0,0,0,0,114000,282000,-168000,-168.0
084459,技嘉元大4C購08,0,0,0.0,0,0,0,0,0,0.0,-168.0,0,0,0,380000,548000,-168000,-168.0
035231,強茂富邦57購01,0,0,0.0,0,0,0,0,0,0.0,-168.0,0,0,0,1000,169000,-168000,-168.0
031502,大立光元大52購06,0,0,0.0,0,0,0,0,0,0.0,-168.0,0,0,0,125000,293000,-168000,-168.0
033786,奇鋐元大53購07,0,0,0.0,0,0,0,0,0,0.0,-169.0,0,0,0,10000,179000,-169000,-169.0
065302,英業達統一51購01,0,0,0.0,0,0,0,0,0,0.0,-169.0,0,0,0,55000,224000,-169000,-169.0
083271,世芯富邦52購02,0,0,0.0,0,0,0,0,0,0.0,-169.0,0,0,0,0,169000,-169000,-169.0
037037,南亞科統一58購03,0,0,0.0,0,0,0,0,0,0.0,-169.0,0,0,0,274000,443000,-169000,-169.0
084494,SGBR2X國票51購02,0,0,0.0,0,0,0,0,0,0.0,-170.0,0,0,0,0,170000,-170000,-170.0
068735,一詮群益52購01,0,0,0.0,0,0,0,0,0,0.0,-170.0,0,0,0,0,170000,-170000,-170.0
087922,愛普國票53購01,0,0,0.0,0,0,0,0,0,0.0,-170.0,0,0,0,30000,200000,-170000,-170.0
071465,創意統一54購01,0,0,0.0,0,0,0,0,0,0.0,-170.0,0,0,0,0,170000,-170000,-170.0
079308,群創國泰51購01,0,0,0.0,0,0,0,0,0,0.0,-170.0,0,0,0,0,170000,-170000,-170.0
077217,達發國票4C購02,0,0,0.0,0,0,0,0,0,0.0,-170.0,0,0,0,40000,210000,-170000,-170.0
085462,華邦電統一56購02,0,0,0.0,0,0,0,0,0,0.0,-170.0,0,0,0,0,170000,-170000,-170.0
031506,華晶科元大52購02,0,0,0.0,0,0,0,0,0,0.0,-170.0,0,0,0,11000,181000,-170000,-170.0
05778U,台積電群益53售07,0,0,0.0,0,0,0,0,0,0.0,-170.0,0,0,0,109000,279000,-170000,-170.0
035479,長榮太中信53購03,0,0,0.0,0,0,0,0,0,0.0,-170.0,0,0,0,20000,190000,-170000,-170.0
035491,瀚宇博富邦53購01,0,0,0.0,0,0,0,0,0,0.0,-170.0,0,0,0,0,170000,-170000,-170.0
05274U,台灣50元大54售06,0,0,0.0,0,0,0,0,0,0.0,-171.0,0,0,0,21000,192000,-171000,-171.0
031451,聯發科國泰54購01,8000,0,8.0,0,0,0,0,0,0.0,-179.0,0,0,0,52000,231000,-179000,-171.0
071467,群創統一52購04,0,0,0.0,0,0,0,0,0,0.0,-171.0,0,0,0,0,171000,-171000,-171.0
085102,南亞科統一56購06,0,0,0.0,0,0,0,0,0,0.0,-171.0,0,0,0,360000,531000,-171000,-171.0
00964,中信亞太高股息,33000,0,33.0,0,0,0,0,0,0.0,-204.446,0,0,0,309508,513954,-204446,-171.446
031560,全新群益52購02,0,0,0.0,0,0,0,0,0,0.0,-172.0,0,0,0,3000,175000,-172000,-172.0
031624,奇鋐兆豐54購01,0,0,0.0,0,0,0,0,0,0.0,-172.0,0,0,0,12000,184000,-172000,-172.0
082715,華擎元大4C購01,0,0,0.0,0,0,0,0,0,0.0,-172.0,0,0,0,0,172000,-172000,-172.0
071372,新日興元大4C購02,0,0,0.0,0,0,0,0,0,0.0,-172.0,0,0,0,39000,211000,-172000,-172.0
088754,台積電統一59購01,0,0,0.0,0,0,0,0,0,0.0,-172.0,0,0,0,0,172000,-172000,-172.0
078411,材料國票4B購02,0,0,0.0,0,0,0,0,0,0.0,-172.0,0,0,0,0,172000,-172000,-172.0
076872,漢翔元大4C購02,0,0,0.0,0,0,0,0,0,0.0,-173.0,0,0,0,51000,224000,-173000,-173.0
036873,力成統一57購01,0,0,0.0,0,0,0,0,0,0.0,-173.0,0,0,0,314000,487000,-173000,-173.0
084404,力成元富56購01,0,0,0.0,0,0,0,0,0,0.0,-173.0,0,0,0,64000,237000,-173000,-173.0
033767,劍麟元大53購02,0,0,0.0,0,0,0,0,0,0.0,-173.0,0,0,0,299000,472000,-173000,-173.0
9941,裕融,249000,421900,-172.9,0,0,0,0,0,0.0,-1.099,16000,16002,-2,0,1097,-1097,-173.999
088015,欣興元大54購02,0,0,0.0,0,0,0,0,0,0.0,-174.0,0,0,0,11000,185000,-174000,-174.0
04839P,台積電凱基56售08,0,0,0.0,0,0,0,0,0,0.0,-174.0,0,0,0,0,174000,-174000,-174.0
087523,聯發科富邦51購07,0,0,0.0,0,0,0,0,0,0.0,-174.0,0,0,0,1000,175000,-174000,-174.0
3583,辛耘,244000,314000,-70.0,0,0,0,0,89000,-89.0,-15.118,4000,8000,-4000,7000,18118,-11118,-174.118
035007,達興富邦56購01,0,0,0.0,0,0,0,0,0,0.0,-175.0,0,0,0,0,175000,-175000,-175.0
034606,達興元大54購02,0,0,0.0,0,0,0,0,0,0.0,-175.0,0,0,0,20000,195000,-175000,-175.0
089733,景碩國泰53購01,0,0,0.0,0,0,0,0,0,0.0,-175.0,0,0,0,0,175000,-175000,-175.0
079531,元金2X永豐4B購01,0,0,0.0,0,0,0,0,0,0.0,-176.0,0,0,0,141000,317000,-176000,-176.0
033286,裕民元大53購02,0,0,0.0,0,0,0,0,0,0.0,-176.0,0,0,0,17000,193000,-176000,-176.0
030988,富世達凱基54購04,0,0,0.0,0,0,0,0,0,0.0,-177.0,0,0,0,97000,274000,-177000,-177.0
037913,國巨兆豐54購01,0,0,0.0,0,0,0,0,0,0.0,-177.0,0,0,0,0,177000,-177000,-177.0
085033,矽格群益52購01,0,0,0.0,0,0,0,0,0,0.0,-177.0,0,0,0,123000,300000,-177000,-177.0
087403,緯穎元大51購21,0,0,0.0,0,0,0,0,0,0.0,-177.0,0,0,0,52000,229000,-177000,-177.0
030087,欣興統一56購03,0,0,0.0,0,0,0,0,0,0.0,-177.0,0,0,0,10000,187000,-177000,-177.0
052517,奇鋐統一5A購01,0,0,0.0,0,0,0,0,0,0.0,-178.0,0,0,0,750000,928000,-178000,-178.0
037050,晶豪科統一59購01,0,0,0.0,0,0,0,0,0,0.0,-178.0,0,0,0,25000,203000,-178000,-178.0
032547,富世達富邦54購02,0,0,0.0,0,0,0,0,0,0.0,-178.0,0,0,0,143000,321000,-178000,-178.0
031291,奇鋐統一58購01,0,0,0.0,0,0,0,0,0,0.0,-178.0,0,0,0,273000,451000,-178000,-178.0
8271,宇瞻,876000,1097000,-221.0,0,0,0,0,0,0.0,42.0,42000,0,42000,0,0,0,-179.0
032474,創意元大54購03,0,0,0.0,0,0,0,0,0,0.0,-179.0,0,0,0,344000,523000,-179000,-179.0
031395,精成科永豐53購04,0,0,0.0,0,0,0,0,0,0.0,-179.0,0,0,0,0,179000,-179000,-179.0
036455,亞翔中信55購02,0,0,0.0,0,0,0,0,0,0.0,-179.0,0,0,0,30000,209000,-179000,-179.0
053106,宏達電統一5A購01,0,0,0.0,0,0,0,0,0,0.0,-179.0,0,0,0,92000,271000,-179000,-179.0
2882,國泰金,5461906,5133642,328.264,0,0,0,72000,368000,-296.0,-211.508,70000,58000,12000,47393,270901,-223508,-179.244
2548,華固,269050,463089,-194.039,0,0,0,0,0,0.0,14.317,22000,8245,13755,1000,438,562,-179.722
084749,南亞科中信4C購04,0,0,0.0,0,0,0,0,0,0.0,-180.0,0,0,0,274000,454000,-180000,-180.0
031183,羅昇凱基52購01,0,0,0.0,0,0,0,0,0,0.0,-180.0,0,0,0,0,180000,-180000,-180.0
071732,緯創統一52購03,0,0,0.0,0,0,0,0,0,0.0,-180.0,0,0,0,68000,248000,-180000,-180.0
071475,台塑化統一52購01,0,0,0.0,0,0,0,0,0,0.0,-180.0,0,0,0,20000,200000,-180000,-180.0
031936,漢翔群益52購05,0,0,0.0,0,0,0,0,0,0.0,-180.0,0,0,0,53000,233000,-180000,-180.0
031498,宏達電元大56購01,0,0,0.0,0,0,0,0,0,0.0,-180.0,0,0,0,21000,201000,-180000,-180.0
04671U,緯創群益53售03,0,0,0.0,0,0,0,0,0,0.0,-180.0,0,0,0,60000,240000,-180000,-180.0
035157,鉅祥元大54購02,0,0,0.0,0,0,0,0,0,0.0,-180.0,0,0,0,10000,190000,-180000,-180.0
4976,佳凌,232000,411000,-179.0,0,0,0,0,0,0.0,-1.108,3000,4108,-1108,0,0,0,-180.108
6861,睿生光電,109718,295000,-185.282,0,0,0,0,0,0.0,4.919,0,0,0,10000,5081,4919,-180.363
036047,欣興富邦59購01,0,0,0.0,0,0,0,0,0,0.0,-181.0,0,0,0,0,181000,-181000,-181.0
035664,神達群益53購06,0,0,0.0,0,0,0,0,0,0.0,-181.0,0,0,0,39000,220000,-181000,-181.0
081152,技嘉國票4C購01,0,0,0.0,0,0,0,0,0,0.0,-181.0,0,0,0,251000,432000,-181000,-181.0
033652,漢翔統一58購02,0,0,0.0,0,0,0,0,0,0.0,-181.0,0,0,0,25000,206000,-181000,-181.0
085109,聯發科永豐59購01,0,0,0.0,0,0,0,0,0,0.0,-181.0,0,0,0,10000,191000,-181000,-181.0
033223,聯電富邦52購01,0,0,0.0,0,0,0,0,0,0.0,-181.0,0,0,0,7000,188000,-181000,-181.0
037788,力成元大54購05,0,0,0.0,0,0,0,0,0,0.0,-181.0,0,0,0,100000,281000,-181000,-181.0
086625,愛普群益51購03,0,0,0.0,0,0,0,0,0,0.0,-181.0,0,0,0,22000,203000,-181000,-181.0
030611,AES統一58購01,0,0,0.0,0,0,0,0,0,0.0,-181.0,0,0,0,0,181000,-181000,-181.0
037055,力成統一57購02,0,0,0.0,0,0,0,0,0,0.0,-182.0,0,0,0,47000,229000,-182000,-182.0
030754,緯穎國泰57購01,0,0,0.0,0,0,0,0,0,0.0,-182.0,0,0,0,263000,445000,-182000,-182.0
080221,友達元富55購01,0,0,0.0,0,0,0,0,0,0.0,-182.0,0,0,0,0,182000,-182000,-182.0
035606,貿聯元大54購15,0,0,0.0,0,0,0,0,0,0.0,-182.0,0,0,0,0,182000,-182000,-182.0
033379,晟銘電國泰53購03,0,0,0.0,0,0,0,0,0,0.0,-182.0,0,0,0,0,182000,-182000,-182.0
035053,國巨統一59購02,0,0,0.0,0,0,0,0,0,0.0,-183.0,0,0,0,215000,398000,-183000,-183.0
036905,創見富邦55購01,0,0,0.0,0,0,0,0,0,0.0,-183.0,0,0,0,36000,219000,-183000,-183.0
087108,智原元大57購01,0,0,0.0,0,0,0,0,0,0.0,-183.0,0,0,0,0,183000,-183000,-183.0
086622,智伸科群益51購01,0,0,0.0,0,0,0,0,0,0.0,-183.0,0,0,0,0,183000,-183000,-183.0
036892,南亞富邦55購03,0,0,0.0,0,0,0,0,0,0.0,-184.0,0,0,0,0,184000,-184000,-184.0
034593,緯創元大54購13,0,0,0.0,0,0,0,0,0,0.0,-184.0,0,0,0,9000,193000,-184000,-184.0
1722,台肥,221000,404000,-183.0,0,0,0,8000,0,8.0,-9.304,2000,7304,-5304,0,4000,-4000,-184.304
032481,矽力元大53購01,0,0,0.0,0,0,0,0,0,0.0,-185.0,0,0,0,0,185000,-185000,-185.0
033034,迅得元大54購01,0,0,0.0,0,0,0,0,0,0.0,-185.0,0,0,0,0,185000,-185000,-185.0
037796,昇陽半元大54購14,0,0,0.0,0,0,0,0,0,0.0,-185.0,0,0,0,0,185000,-185000,-185.0
088124,日月光群益52購02,0,0,0.0,0,0,0,0,0,0.0,-185.0,0,0,0,52000,237000,-185000,-185.0
083810,第一銅統一56購01,0,0,0.0,0,0,0,0,0,0.0,-185.0,0,0,0,39000,224000,-185000,-185.0
032872,臻鼎國泰53購03,0,0,0.0,0,0,0,0,0,0.0,-185.0,0,0,0,48000,233000,-185000,-185.0
031503,奇鋐元大54購12,0,0,0.0,0,0,0,0,0,0.0,-185.0,0,0,0,212000,397000,-185000,-185.0
032623,亞光元大54購06,0,0,0.0,0,0,0,0,0,0.0,-185.0,0,0,0,0,185000,-185000,-185.0
036740,上証2X群益53購01,0,0,0.0,0,0,0,0,0,0.0,-185.0,0,0,0,0,185000,-185000,-185.0
036561,志聖元大54購02,0,0,0.0,0,0,0,0,0,0.0,-185.0,0,0,0,0,185000,-185000,-185.0
087091,台積電元大57購02,0,0,0.0,0,0,0,0,0,0.0,-186.0,0,0,0,16000,202000,-186000,-186.0
030573,台積電統一68購01,0,0,0.0,0,0,0,0,0,0.0,-186.0,0,0,0,311000,497000,-186000,-186.0
087382,聯陽元大51購01,0,0,0.0,0,0,0,0,0,0.0,-186.0,0,0,0,0,186000,-186000,-186.0
064217,日月光永豐4C購01,0,0,0.0,0,0,0,0,0,0.0,-186.0,0,0,0,45000,231000,-186000,-186.0
031036,南電元大56購03,0,0,0.0,0,0,0,0,0,0.0,-186.0,0,0,0,17000,203000,-186000,-186.0
2505,國揚,17000,207000,-190.0,0,0,0,0,0,0.0,4.0,4000,0,4000,0,0,0,-186.0
082526,欣興中信4C購01,0,0,0.0,0,0,0,0,0,0.0,-186.0,0,0,0,0,186000,-186000,-186.0
082631,景碩統一56購02,0,0,0.0,0,0,0,0,0,0.0,-187.0,0,0,0,173000,360000,-187000,-187.0
03629U,臺股指元大54售08,0,0,0.0,0,0,0,0,0,0.0,-187.0,0,0,0,1112000,1299000,-187000,-187.0
034520,臺股指凱基5B購01,0,0,0.0,0,0,0,0,0,0.0,-187.0,0,0,0,0,187000,-187000,-187.0
032548,富世達富邦55購03,0,0,0.0,0,0,0,0,0,0.0,-187.0,0,0,0,382000,569000,-187000,-187.0
037914,力成兆豐54購01,0,0,0.0,0,0,0,0,0,0.0,-187.0,0,0,0,212000,399000,-187000,-187.0
